name,author,artwork_url,code,license,like_count,description,top_5_comments
Jimbo the Frog,astropelican,https://www.lexaloffle.com/bbs/thumbs/pico8_jimbothefrog_v1-4.png,[Cart: https://www.lexaloffle.com/bbs/cposts/ji/jimbothefrog_v1-4.p8.png],CC4-BY-NC-SA,6,"Jimbo the Frogastropelican•2026-08-22*2026-08-22 19:25*•BBS>PICO-8>CartridgesSubscribe to this Thread(Receive email notifications)Pin To ProfileJimbo the FrogCart File|Forum Post|More cartridgesbyastropelicanMore Cartridges[View All]Jimbo the FrogbyastropelicanCart#jimbothefrog_v1-4

								|2026-09-08|Code ▽|Embed ▽|License:CC4-BY-NC-SA6Copy and paste the snippet below into your HTML.You're a frog in a generated maze. Eat every pip to clear it.Two kinds of pip[8x8]Normal pipsare everywhere. You'll have plenty.[8x8]Rubiesonly appear when a frenzied ghost is within three tiles of you.While one is that close, every pip you eat turns red. Get far enough awayand they turn normal again.Play it safe and you'll finish the maze with a pile of normal pips andnothing worth spending them on.To get rich, you have to let the ghostsget close.Ghosts[8x8][8x8][8x8][8x8]Ghosts wander the maze looking for frenzy pills. They avoid you, untilthey eat one.A wandering ghost is food. Run into it and you eat it for pips.But when a ghost eats a frenzy pill it turnsredand hunts you forabout ten seconds.If it catches you, you lose90%of your pips, both colours. It alsoeats your auto-frogs.Frenzy pills[8x8]Frenzy pills are what set the ghosts off. One flashes for a second beforeappearing, with a strange little sound.You can eat one yourself for 10 normal pips and 5 rubies. Doing so alsocalms every frenzied ghost in the maze.Fruit[8x8][8x8][8x8]Fruit puffs in away from you and hops around. Catch it and it bursts intopips that fly out and then home in on you.Strawberry 5, blueberry 10, eggplant 15. The longer you go without beingcaught, the better the fruit. Leave it too long and it puffs away.Ghosting[8x8]Press ❎ to turn into a ghost. Nothing can catch you.It only lastshalf a secondto start with. Upgrade it in the shop, halfa second at a time, up to two seconds.You cannot eat while vanished — no pips, no pills, no fruit. The blue meterdrains while you are a ghost and refills when you are not.",No comments
Golden Knight: Aurophobia,pollenstudio,https://www.lexaloffle.com/bbs/thumbs/pico8_gkcart1-2.png,[Cart: https://www.lexaloffle.com/bbs/cposts/gk/gkcart1-2.p8.png],CC4-BY-NC-SA,13,"Golden Knight: Aurophobiapollenstudio•2026-08-22*2026-08-22 19:04*•BBS>PICO-8>CartridgesSubscribe to this Thread(Receive email notifications)Pin To Profilegkcart1Cart File|Forum Post|More cartridgesbypollenstudioMore Cartridges[View All]gkcart1bypollenstudioCart#gkcart1-2

								|2026-08-29|Code ▽|Embed ▽|License:CC4-BY-NC-SA13Copy and paste the snippet below into your HTML.topdownadventureopenworlddarkbizarrestory13",No comments
clanker game,Puppyperson59,https://www.lexaloffle.com/bbs/thumbs/pico8_witoyinoze-0.png,[Cart: https://www.lexaloffle.com/bbs/cposts/wi/witoyinoze-0.p8.png],No License,9,"clanker gamePuppyperson59•2026-08-22*2026-08-22 18:41*•BBS>PICO-8>CartridgesSubscribe to this Thread(Receive email notifications)Pin To ProfileHarass ClankersCart File|Forum Post|More cartridgesbyPuppyperson59More Cartridges[View All]Harass ClankersbyPuppyperson59Cart#witoyinoze-0

								|2026-08-22|Code ▽|Embed ▽|No License9Copy and paste the snippet below into your HTML.Note: This cartridge's settings do not allow embedded playback. A [Play at lexaloffle] link will be included instead.Game I made to test 3d billboard sprites.3dfightingfps9",No comments
gk cart2,pollenstudio,https://www.lexaloffle.com/bbs/thumbs/pico8_gkcart2-0.png,[Cart: https://www.lexaloffle.com/bbs/cposts/gk/gkcart2-0.p8.png],CC4-BY-NC-SA,5,"gk cart2pollenstudio•2026-08-222026-08-22 14:32•BBS>PICO-8>CartridgesSubscribe to this Thread(Receive email notifications)Pin To Profilegkcart2Cart File|Forum Post|More cartridgesbypollenstudioMore Cartridges[View All]gkcart2bypollenstudioCart#gkcart2-0

								|2026-08-22|Code ▽|Embed ▽|License:CC4-BY-NC-SA5Copy and paste the snippet below into your HTML.5",No comments
Do Not Win This Tic Tac Toe,BiosStudio,https://www.lexaloffle.com/bbs/thumbs/pico8_dnwtttt_bios-1.png,[Cart: https://www.lexaloffle.com/bbs/cposts/dn/dnwtttt_bios-1.p8.png],CC4-BY-NC-SA,23,"Do Not Win This Tic Tac ToeBiosStudio•2026-08-22*2026-08-22 12:54*•BBS>PICO-8>CartridgesSubscribe to this Thread(Receive email notifications)Pin To Profilednwtttt_biosCart File|Forum Post|More cartridgesbyBiosStudioMore Cartridges[View All]dnwtttt_biosbyBiosStudioCart#dnwtttt_bios-1

								|2026-08-25|Code ▽|Embed ▽|License:CC4-BY-NC-SA23Copy and paste the snippet below into your HTML.Note: This cartridge's settings do not allow embedded playback. A [Play at lexaloffle] link will be included instead.DO NOT WIN THIS TIC TAC TOEbecause the win condition is twisted.Thenormal Tic Tac Toe rules applybut you have to master all 8 abilities.Every round you can gain5 points for every line, oruse your random abilitiesto get more points.Maybe this is not a solved game anymore.Maybe if you unlock more abilities, you will know what the true ending is.Maybe the only winning move is...DO NOT WIN THIS TIC TAC TOEGameplayPlay against CPU as the main game mode. Offline 2 player mode available once unlocked.Press (X), X to continue/place tilePress (O), Z to display information on abilitiesPress arrow keys to move the cursor+5 pts for every horizontal, vertical, and diagonal lineYou can restart the game by pressing Enter/Game Menu buttonAbilitiesKING+4pts if you place a tile on the centerCROSSBOW+1pts for every tiles placed on each cornerSIDEMAN+1pts for every tiles placed on each sideSpoilers for other abilities belowPEACEMAKER+5pts even if the game ends in a drawMAGICIANEvery turn: Enemy only has 3 tiles, your pts -1 for every vanished tilesSTOMPEREvery round: You can replace enemy tile once (except for the most recent one)RABBITAlways goes first, randomise if the enemy is also a rabbitGAMBLEREvery turn: There is a 10% chance to place 2 tilesCreditsSpecial thanks to NerdyTeachers and LazyDevs for their tutorials which got me into game development in PICO-8.Thanks to voidgazerbon for playtest, and all the people in the Discord community for their continuous support.Thanks to the m",No comments
SQXRE,dus,https://www.lexaloffle.com/bbs/thumbs/pico8_bopazudewi-0.png,[Cart: https://www.lexaloffle.com/bbs/cposts/bo/bopazudewi-0.p8.png],CC4-BY-NC-SA,4,"SQXREdus•2026-08-21*2026-08-21 23:07*•BBS>PICO-8>CartridgesSubscribe to this Thread(Receive email notifications)Pin To ProfileSQXRECart File|Forum Post|More cartridgesbydusMore Cartridges[View All]SQXREbydusCart#bopazudewi-0

								|2026-08-21|Code ▽|Embed ▽|License:CC4-BY-NC-SA4Copy and paste the snippet below into your HTML.Z - bounceX - BUYUP - select/deselectLEFT - select leftRIGHT - select rightDOWN - sell///I made this for my miyoo mini plus, fun simple game you can get addicted to :)gameincrementalidle4",No comments
Flail Rail,Kiduxians,https://www.lexaloffle.com/bbs/thumbs/pico8_yezahijoto-1.png,[Cart: https://www.lexaloffle.com/bbs/cposts/ye/yezahijoto-1.p8.png],CC4-BY-NC-SA,4,"Flail RailKiduxians•2026-08-21*2026-08-21 05:17*•BBS>PICO-8>CartridgesSubscribe to this Thread(Receive email notifications)Pin To ProfileFlail Rail v1.1Cart File|Forum Post|More cartridgesbyKiduxiansMore Cartridges[View All]Flail Rail v1.1byKiduxiansCart#yezahijoto-1

								|2026-08-24|Code ▽|Embed ▽|License:CC4-BY-NC-SA4Copy and paste the snippet below into your HTML.FLAIL RAILAn intense single-cart physics roguelike where you control an overclocked kinetic flail held together by sketchy jumper wires and sheer vibes.📜 STORYYou are a test probe dropped onto a breadboard from hell. Swarms of parasitic circuit bugs and high-voltage bosses are flooding the arena. Swing your Verletphysics cord, parry bullets, bounce off pinball bumpers, and stack 18 overclocked mods before the magic smoke escapes.🎮 CONTROLS*Mouse: Swing flail & aim
*Hold Left Click: Reel cord in (build tension charge)
*Release Left Click:WHIP-SNAP!(Sonic blast + rail bullet)
*Right Click:PULSE BLAST(When meter is full)
*Arrow Keys / (O) / (X): Keyboard backup controls⚡ FEATURES* Real-time Verlet rope physics & projectile parry mechanics
* 4 weapon classes (Flail, Twin Wire, Titan, Magnet)
* 18 stackable upgrades + secret super evolutions
* Mid-run shop, sacrifice shrines & multi-phase boss fights
* Pinball spring bumpers that launch flails & enemiesroguelike4",No comments
frogclick,Team_Metroit,https://www.lexaloffle.com/bbs/thumbs/pico8_frogclick-0.png,[Cart: https://www.lexaloffle.com/bbs/cposts/fr/frogclick-0.p8.png],CC4-BY-NC-SA,2,"frogclickTeam_Metroit•2026-08-21*2026-08-21 04:56*•BBS>PICO-8>CartridgesSubscribe to this Thread(Receive email notifications)Pin To ProfilefrogclickCart File|Forum Post|More cartridgesbyTeam_MetroitMore Cartridges[View All]frogclickbyTeam_MetroitCart#frogclick-0

								|2026-08-21|Code ▽|Embed ▽|License:CC4-BY-NC-SA2Copy and paste the snippet below into your HTML.Like Duck Street go check it out #Pico8 #Gamefrogclickeridle2",No comments
Orbitwell,rufenerd,https://www.lexaloffle.com/bbs/thumbs/pico8_orbitwell__rufenerd_v1-0.png,[Cart: https://www.lexaloffle.com/bbs/cposts/or/orbitwell__rufenerd_v1-0.p8.png],CC4-BY-NC-SA,6,"Orbitwellrufenerd•2026-08-20*2026-08-20 23:03*•BBS>PICO-8>CartridgesSubscribe to this Thread(Receive email notifications)Pin To Profileorbitwell__rufenerd_v1Cart File|Forum Post|More cartridgesbyrufenerdMore Cartridges[View All]orbitwell__rufenerd_v1byrufenerdCart#orbitwell__rufenerd_v1-0

								|2026-08-20|Code ▽|Embed ▽|License:CC4-BY-NC-SA6Copy and paste the snippet below into your HTML.Fly by science and by feel in this space gravity physics adventure!Complete missions as you advance your spaceflight skills.Flight Controlsx: thrust; increase translational velocity in the rocket's current angleleft: increase angular velocity; rotate counter-clockwise faster or clockwise slowerright: decrease angular velocity; rotate clockwise faster or counter-clockwise slowerz: display alternate stats (for select missions)pause: menu option to restart missionFlight Telemetry Gaugesx: distance to the right of the center of Earth, negative is to the lefty: distance above the center of Earth, negative is downθ: your rocket's current angle; radians/pidx: horizontal velocity; distance to the right per framedy: vertical velocity; distance up per framedθ: angular velocity in the counter-clockwise directionr: distance from center of earth|v|: speed; magnitude of velocity relative to Earthblue: speed is too slow to achieve circular orbitred: speed is too high to achieve circular orbitgreen: speed is close or exactly right for circular orbitorbv: required velocity for circular orbit at given r; sqrt(GM/r)blue: orbit target velocity is below current rocket velocityred: orbit target velocity is above current rocket velocitygreen: orbit target velocity is near current rocket velocityecc: orbital eccentricity to Earth; how oval-shaped the orbit isred: orbit is too oval-shaped to orbitorange: orbit might be possible, but not sustainablegreen: circular orbit achievedrelv: relative speed between the rocket and another massdist: distance from the rocket and another massrelative crash v: relat",No comments
NHS Manager,Mighty_Pirate,https://www.lexaloffle.com/bbs/thumbs/pico8_nhs_manager_v1-1.png,[Cart: https://www.lexaloffle.com/bbs/cposts/nh/nhs_manager_v1-1.p8.png],CC4-BY-NC-SA,5,"NHS ManagerMighty_Pirate•2026-08-20*2026-08-20 16:24*•BBS>PICO-8>CartridgesSubscribe to this Thread(Receive email notifications)Pin To Profilenhs_manager_v1.1Cart File|Forum Post|More cartridgesbyMighty_PirateMore Cartridges[View All]nhs_manager_v1.1byMighty_PirateCart#nhs_manager_v1-1

								|2026-08-21|Code ▽|Embed ▽|License:CC4-BY-NC-SA5Copy and paste the snippet below into your HTML.I've been playing around with PICO-8 to explore what it might be like to use for computer game art and philosophy. Here's my latest:NHS ManagerA tiny art-game about public healthcare in modern Britain.""This was the first time I addressed a contemporary political issue in an art-game. I thought it would be interesting to make a simple simulator about being a manager of an NHS hospital. I used to play games like Theme Hospital and Sim City. They always had a sharp satirical edge, something that was lost as the genre developed in the 2000s. Given the pressures on the NHS today, I wanted to go back to that. Like many people in Britain, I've received fantastic care from the NHS. But there's also times when I've been let down. And I've lived through all the rounds of 'reforms'. I even worked as a healthcare assistant for a bit, back at the Norfolk and Norwich Hospital when I was first swapping PICO-8 carts. This game is both a love letter to and a playful satire of an institution that we need more than ever.""-- James LaGrandeIf you enjoyed this game, please considerdonating to the NHSor, better yet, writing to your MP in support.ControlsArrow keys to select(X) and (Z) to confirmsimhospitalnhssimulatorartart-game5",No comments
pico8snake_v3,TigoHoogma,https://www.lexaloffle.com/bbs/thumbs/pico8_biposimaya-0.png,[Cart: https://www.lexaloffle.com/bbs/cposts/bi/biposimaya-0.p8.png],No License,3,"pico8snake_v3TigoHoogma•2026-08-20*2026-08-20 13:22*•BBS>PICO-8>CartridgesSubscribe to this Thread(Receive email notifications)Pin To Profilepico8snaketestv3Cart File|Forum Post|More cartridgesbyTigoHoogmaMore Cartridges[View All]pico8snaketestv3byTigoHoogmaCart#biposimaya-0

								|2026-08-20|Code ▽|Embed ▽|No License3Copy and paste the snippet below into your HTML.Note: This cartridge's settings do not allow embedded playback. A [Play at lexaloffle] link will be included instead.snakesnakegameboost3",No comments
"Recreation of ""One Formula That Demystifies 3D Graphics""",teatov,https://www.lexaloffle.com/bbs/thumbs/pico8_tsoding3dformula-0.png,[Cart: https://www.lexaloffle.com/bbs/cposts/ts/tsoding3dformula-0.p8.png],CC4-BY-NC-SA,4,"Recreation of ""One Formula That Demystifies 3D Graphics""teatov•2026-08-20*2026-08-20 11:16*•BBS>PICO-8>CartridgesSubscribe to this Thread(Receive email notifications)Pin To Profiletsoding3dformulaCart File|Forum Post|More cartridgesbyteatovMore Cartridges[View All]tsoding3dformulabyteatovCart#tsoding3dformula-0

								|2026-08-20|Code ▽|Embed ▽|License:CC4-BY-NC-SA4Copy and paste the snippet below into your HTML.Recreation of this video by Tsoding:https://www.youtube.com/watch?v=qjWkNZ0SXfo3ddemo4",No comments
morse horse,Lyrdl,https://www.lexaloffle.com/bbs/thumbs/pico8_morse_horse-1.png,[Cart: https://www.lexaloffle.com/bbs/cposts/mo/morse_horse-1.p8.png],CC4-BY-NC-SA,1,"morse horseLyrdl•2026-08-20*2026-08-20 10:02*•BBS>PICO-8>CartridgesSubscribe to this Thread(Receive email notifications)Pin To Profilemorse_horseCart File|Forum Post|More cartridgesbyLyrdlMore Cartridges[View All]morse_horsebyLyrdlCart#morse_horse-1

								|2026-08-24|Code ▽|Embed ▽|License:CC4-BY-NC-SA1Copy and paste the snippet below into your HTML.You're a horse and you're learning morse. Another 'game in an evening'.Press x to jump. Learn some horse morse I guess. Coming soon, more morse, more horse! More... Sauce?1",No comments
PORKSOULS,QuikeyGames,https://www.lexaloffle.com/bbs/thumbs/pico8_juritaroki-6.png,[Cart: https://www.lexaloffle.com/bbs/cposts/ju/juritaroki-6.p8.png],CC4-BY-NC-SA,5,"PORKSOULSQuikeyGames•2026-08-20*2026-08-20 05:41*•BBS>PICO-8>CartridgesSubscribe to this Thread(Receive email notifications)Pin To Profilejuritaroki1.5Cart File|Forum Post|More cartridgesbyQuikeyGamesMore Cartridges[View All]juritaroki1.5byQuikeyGamesCart#juritaroki-6

								|2026-08-31|Code ▽|Embed ▽|License:CC4-BY-NC-SA5Copy and paste the snippet below into your HTML.Note: This cartridge's settings do not allow embedded playback. A [Play at lexaloffle] link will be included instead.Welcome to PORKSOULS!As a lone piggy adventurer, your goal is to reach the highest floor in the Pork Tower to obtain the most delicious treasure of all the porky products, the Bacon Strip of Power.Crawl your way through 8 dungeon floors cloaked in darkness, delicious foods hidden in vases and tombstones, and dangerous monsters crawling around. Find the next staircase and reach the top of the tower!CONTROLSPress the Arrow Keys to navigate, interact with objects and attack monstersPress the X Key to activate your inventory and observe items and press C to exit.Arm yourself with kitchenware items and protections to fight back against stronger monsters on the upper floorsand gather delicious porky meals to heal, increase your MAX HP or give yourself a boost.But be careful, some foods may stun you for a turn or worse, give you a curse. If you gather a bad food, throw it at your enemies! Just make sure you don't throw the wrong food at them!You can also collect throwable kitchen utensils and chuck them at monsters who chase after you.Adventure off and get that tasty bacon strip!Special thanks to LazyDevsAcademy for helping me put this togetherMusic by Gruber""Eyes in the Dark""dungeoncrawleradventurefoodie5",No comments
Hitomezashi Editor 1.0,ptrgags,https://www.lexaloffle.com/bbs/thumbs/pico8_ptrgags_hitomezashi-0.png,[Cart: https://www.lexaloffle.com/bbs/cposts/pt/ptrgags_hitomezashi-0.p8.png],CC4-BY-NC-SA,5,"Hitomezashi Editor 1.0ptrgags•2026-08-192026-08-19 16:21•BBS>PICO-8>CartridgesSubscribe to this Thread(Receive email notifications)Pin To ProfileHitomezashi Editor 1.0Cart File|Forum Post|More cartridgesbyptrgagsMore Cartridges[View All]Hitomezashi Editor 1.0byptrgagsCart#ptrgags_hitomezashi-0

								|2026-08-19|Code ▽|Embed ▽|License:CC4-BY-NC-SA5Copy and paste the snippet below into your HTML.Note: This cartridge's settings do not allow embedded playback. A [Play at lexaloffle] link will be included instead.A little math art toy that creates Hitomezashi stitch patterns!ControlsD-pad: Move cursorX button: Toggle the bit for the row or column under the cursor.Note: To switch between rows and columns, navigate to the top left corner firstExample PatternsBackgroundHitomezashi patterns are a form ofsashiko embroiderywhere running stitches on a grid create intricate zigzag patternsI first learned about Hitomezashi patterns fromthis Numberphile Videowhere Ayliean MacDonald explains the math behind them. In short, each row of stitches has two possible placements:Start stitching at the edge of the gridStart stitching one square away from the edgeEach row and column is an independent choice, so you simply enter numbers in binary to create patterns.See alsoThe .p8 file for this cartridge is also available onmy GitHubMypaper-toasterGitHub repo (receipt printer art) has ahitomezashi patternoption.These patterns often come up at the Bridges math art conference. Inthis year's proceedingsthere are 3 papers on the subject!artmath-artembroiderytilingsbinary5",No comments
